Stu Strm Ldesc,Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
Fall 2016,L&S,Classics, 370,001,"Tieszen,Bozena J",19,18,94.7%,3.273,9,,,,,,,,,,,2,,,7,
Fall 2016,L&S,Classics, 370,Course Total,Course Total,19,18,94.7%,3.273,9,,,,,,,,,,,2,,,7,
Fall 2016,L&S,Classics, 390,001,"Precourt,Bruce L",26,24,92.3%,2.757,2,3,2,5,2,5,1,,,1,,1,,,,2
Fall 2016,L&S,Classics, 390,002,"Precourt,Bruce L",22,20,90.9%,2.383,,,4,1,3,4,7,,,,,1,2,,,
Fall 2016,L&S,Classics, 390,Course Total,Course Total,48,44,91.7%,2.579,2,3,6,6,5,9,8,,,1,,2,2,,,2
Fall 2016,L&S,Communication, 101,001,"Adolphson,Jeremy Vincent",17,17,100.0%,3.725,11,1,2,3,,,,,,,,,,,,
Fall 2016,L&S,Communication, 101,002,"Johnson Ii II,Ronald L",20,19,95.0%,2.423,,2,,2,6,2,3,3,,1,,,1,,,
Fall 2016,L&S,Communication, 101,003,"Cuneo,Andrew F",20,18,90.0%,2.963,1,5,5,4,,1,,,,,,2,1,,,
Fall 2016,L&S,Communication, 101,205,"Fisher,Valerie Ann",21,19,90.5%,2.755,2,3,3,3,2,,3,1,1,,,1,,,,
Fall 2016,L&S,Communication, 101,206,"Cuneo,Andrew F",11,10,90.9%,2.834,,3,2,2,1,,1,,,,,1,,,,
Fall 2016,L&S,Communication, 101,407,"Parcell,Erin M",171,161,94.2%,2.526,9,27,16,23,28,16,8,4,2,3,2,20,5,,1,2
Fall 2016,L&S,Communication, 101,Course Total,Course Total,260,244,93.8%,2.666,23,41,28,37,37,19,15,8,3,4,2,24,7,,1,2
Fall 2016,L&S,Communication, 103,001,"Anderson,Christopher J",22,21,95.5%,3.333,13,2,2,1,,,,,,1,,2,,,,
Fall 2016,L&S,Communication, 103,002,"Anderson,Christopher J",22,21,95.5%,3.381,9,4,3,2,,1,1,,,,,1,,,,
Fall 2016,L&S,Communication, 103,003,"Mirviss-Jossart,Stacey Esther",23,22,95.7%,3.016,1,4,3,6,5,2,,1,,,,,,,,
Fall 2016,L&S,Communication, 103,004,"Bauer,Christina Anna Maria",22,21,95.5%,2.635,3,2,2,4,1,2,2,1,2,1,1,,1,,,
Fall 2016,L&S,Communication, 103,005,"Mirviss-Jossart,Stacey Esther",22,20,90.9%,3.251,3,7,4,2,3,,,,,,,1,2,,,
Fall 2016,L&S,Communication, 103,006,"Mirviss-Jossart,Stacey Esther",22,20,90.9%,3.434,8,4,4,2,1,,,,,,,1,1,,,
Fall 2016,L&S,Communication, 103,007,"Lund,Ashleigh Marie",22,21,95.5%,2.730,,4,4,5,3,1,1,,1,,1,1,1,,,
Fall 2016,L&S,Communication, 103,008,"Mirviss-Jossart,Stacey Esther",22,22,100.0%,3.257,5,2,8,5,1,,,,,,,1,,,,
Fall 2016,L&S,Communication, 103,009,"Mirviss-Jossart,Stacey Esther",20,19,95.0%,2.509,2,3,2,4,1,,1,,2,2,1,1,1,,,
Fall 2016,L&S,Communication, 103,410,"Harris,Leslie J",397,379,95.5%,2.844,52,64,58,65,39,22,26,15,5,3,7,23,8,,,
Fall 2016,L&S,Communication, 103,Course Total,Course Total,594,566,95.3%,2.917,96,96,90,96,54,28,31,17,10,7,10,31,14,,,
Fall 2016,L&S,Communication, 105,001,"Richards,Riley Jack",21,19,90.5%,2.544,1,2,2,3,4,3,1,1,,,,2,2,,,
Fall 2016,L&S,Communication, 105,002,"Fylling,Samantha Q",22,22,100.0%,2.728,,,4,4,9,2,3,,,,,,,,,
Fall 2016,L&S,Communication, 105,003,"Bradford,Lisa",22,20,90.9%,2.784,1,2,4,7,3,,1,,,,,2,2,,,
Fall 2016,L&S,Communication, 105,004,"Lau,Aimee Renee",24,18,75.0%,2.519,1,3,3,4,1,1,,,1,,3,1,1,,,
Fall 2016,L&S,Communication, 105,005,"McGuire,Jane C",22,21,95.5%,3.445,5,5,5,4,2,,,,,,,,1,,,
Fall 2016,L&S,Communication, 105,006,"Choi,Chang Shik",22,20,90.9%,2.951,2,3,4,3,5,1,1,,,,,1,1,,,
Fall 2016,L&S,Communication, 105,007,"Reyes,Eduardo Javier",22,22,100.0%,2.849,1,3,2,7,3,2,2,2,,,,,,,,
Fall 2016,L&S,Communication, 105,008,"Reyes,Eduardo Javier",22,21,95.5%,2.826,,7,3,6,1,,,1,1,,,2,1,,,
Fall 2016,L&S,Communication, 105,009,"Benedict,Bailey Carolanne",22,22,100.0%,3.123,1,5,3,5,8,,,,,,,,,,,
Fall 2016,L&S,Communication, 105,010,"Benedict,Bailey Carolanne",21,20,95.2%,2.668,,2,2,5,6,1,2,,1,,1,,1,,,
Fall 2016,L&S,Communication, 105,011,"Bradford,Lisa",21,19,90.5%,2.772,2,1,3,2,6,3,1,,,,,1,2,,,
Fall 2016,L&S,Communication, 105,012,"Bradford,Lisa",22,22,100.0%,2.758,3,1,4,2,5,1,5,,,,,1,,,,
Fall 2016,L&S,Communication, 105,013,"Rasmussen,Terra D",22,20,90.9%,3.067,2,4,4,5,3,1,,,,,,1,1,,,
Fall 2016,L&S,Communication, 105,014,"Richards,Riley Jack",22,22,100.0%,2.773,1,3,3,3,6,3,2,,,,,1,,,,
Fall 2016,L&S,Communication, 105,215,"Motel,Laura",22,20,90.9%,3.117,4,6,2,4,,2,,,,1,,1,2,,,
Fall 2016,L&S,Communication, 105,216,"Willes,Karina Lynn",22,22,100.0%,2.698,1,4,4,4,3,,1,2,1,,1,1,,,,
Fall 2016,L&S,Communication, 105,217,"Pincon,Deborah M. DeCloedt",22,19,86.4%,3.159,5,5,1,2,2,1,,2,1,,,,2,,,
Fall 2016,L&S,Communication, 105,218,"Pincon,Deborah M. DeCloedt",24,21,87.5%,3.016,8,2,,5,,2,1,1,,,1,1,,,,
Fall 2016,L&S,Communication, 105,219,"Pincon,Deborah M. DeCloedt",23,22,95.7%,2.712,8,1,1,3,,2,2,1,1,,,3,1,,,
Fall 2016,L&S,Communication, 105,220,"Pincon,Deborah M. DeCloedt",22,22,100.0%,2.758,5,3,2,5,3,,,,,,,4,,,,
Fall 2016,L&S,Communication, 105,Course Total,Course Total,442,414,93.7%,2.864,51,62,56,83,70,25,22,10,6,1,6,22,17,,,
Fall 2016,L&S,Communication, 192,001,"Ang,Evelyn L",20,20,100.0%,3.168,7,5,,,4,,2,,1,1,,,,,,
Fall 2016,L&S,Communication, 192,002,"Ang,Evelyn L",20,20,100.0%,3.101,6,5,2,2,1,,1,1,,,1,1,,,,
Fall 2016,L&S,Communication, 192,Course Total,Course Total,40,40,100.0%,3.135,13,10,2,2,5,,3,1,1,1,1,1,,,,
Fall 2016,L&S,Communication, 298,101,"Timmerman,Charles Erik",6,6,100.0%,,,,,,,,,,,,,,,5,1,
Fall 2016,L&S,Communication, 298,Course Total,Course Total,6,6,100.0%,,,,,,,,,,,,,,,5,1,
Fall 2016,L&S,Communication, 300,001,"Stoll,Arrington Lee",25,25,100.0%,3.787,19,2,,2,2,,,,,,,,,,,
Fall 2016,L&S,Communication, 300,002,"Gattoni,Alice Leigh",25,25,100.0%,3.174,3,6,6,5,3,1,,,,,,1,,,,
Fall 2016,L&S,Communication, 300,003,"Stoll,Arrington Lee",25,22,88.0%,3.274,11,5,,2,,,1,,,1,1,1,1,,,
Fall 2016,L&S,Communication, 300,Course Total,Course Total,75,72,96.0%,3.417,33,13,6,9,5,1,1,,,1,1,2,1,,,
Fall 2016,L&S,Communication, 301,001,"Timmerman,Lindsay M",25,25,100.0%,2.614,1,2,4,5,6,1,,4,,,1,1,,,,
Fall 2016,L&S,Communication, 301,Course Total,Course Total,25,25,100.0%,2.614,1,2,4,5,6,1,,4,,,1,1,,,,
Fall 2016,L&S,Communication, 310,001,"Fetherston,Michelle Andrea",25,25,100.0%,3.347,5,8,6,2,2,,,1,1,,,,,,,
Fall 2016,L&S,Communication, 310,202,"Gattoni,Alice Leigh",26,26,100.0%,3.039,6,4,5,4,3,,1,1,,,,2,,,,
Fall 2016,L&S,Communication, 310,Course Total,Course Total,51,51,100.0%,3.190,11,12,11,6,5,,1,2,1,,,2,,,,
Fall 2016,L&S,Communication, 313,201,"Ruppel,Erin K",25,23,92.0%,2.580,4,4,,4,2,2,2,1,,1,,3,2,,,
Fall 2016,L&S,Communication, 313,202,"Cherney,Maura Rae",25,22,88.0%,1.803,,1,2,5,1,1,3,,1,2,,6,1,,,
Fall 2016,L&S,Communication, 313,203,"Cherney,Maura Rae",26,22,84.6%,2.696,5,,3,4,,5,2,1,,,,2,2,,,
Fall 2016,L&S,Communication, 313,Course Total,Course Total,76,67,88.2%,2.363,9,5,5,13,3,8,7,2,1,3,,11,5,,,
Fall 2016,L&S,Communication, 320,001,"Johnson Ii II,Ronald L",25,25,100.0%,3.250,2,7,6,5,2,,2,,,,,,,,,1
Fall 2016,L&S,Communication, 320,202,"Dellinger,Jonathan Bryce",25,23,92.0%,2.782,4,4,5,2,,3,1,,,1,1,2,1,,,
Fall 2016,L&S,Communication, 320,Course Total,Course Total,50,48,96.0%,3.021,6,11,11,7,2,3,3,,,1,1,2,1,,,1
Fall 2016,L&S,Communication, 323,001,"Bradford,Lisa",25,25,100.0%,2.948,1,7,4,5,3,1,1,2,,,,1,,,,
Fall 2016,L&S,Communication, 323,Course Total,Course Total,25,25,100.0%,2.948,1,7,4,5,3,1,1,2,,,,1,,,,
Fall 2016,L&S,Communication, 327,201,"Gattoni,Alice Leigh",25,23,92.0%,3.073,6,5,4,1,1,1,2,1,1,,,1,,,,
Fall 2016,L&S,Communication, 327,Course Total,Course Total,25,23,92.0%,3.073,6,5,4,1,1,1,2,1,1,,,1,,,,
Fall 2016,L&S,Communication, 335,001,"Miller,Joshua Holman",25,24,96.0%,3.431,15,3,1,1,1,1,,,,,,2,,,,
Fall 2016,L&S,Communication, 335,002,"Rasmussen,Hilary Ann",25,21,84.0%,3.254,6,5,3,3,,3,,,,,,1,,,,
Fall 2016,L&S,Communication, 335,203,"Rasmussen,Hilary Ann",25,23,92.0%,2.769,2,8,4,2,1,1,1,,,,,4,2,,,
Fall 2016,L&S,Communication, 335,Course Total,Course Total,75,68,90.7%,3.152,23,16,8,6,2,5,1,,,,,7,2,,,
Fall 2016,L&S,Communication, 350,001,"Ahn,Seokhoon",25,25,100.0%,3.040,1,5,7,5,4,2,,,,,,1,,,,
Fall 2016,L&S,Communication, 350,202,"Dellinger,Jonathan Bryce",24,21,87.5%,2.969,3,5,4,2,1,2,1,2,,,,1,3,,,
Fall 2016,L&S,Communication, 350,203,"Ahn,Seokhoon",25,23,92.0%,2.494,,6,1,,5,4,3,1,,1,1,1,1,,,
Fall 2016,L&S,Communication, 350,Course Total,Course Total,74,69,93.2%,2.836,4,16,12,7,10,8,4,3,,1,1,3,4,,,
Fall 2016,L&S,Communication, 362,001,"Allen,Mike R",26,26,100.0%,2.960,11,3,3,1,,2,,,1,,,4,,,,1
Fall 2016,L&S,Communication, 362,Course Total,Course Total,26,26,100.0%,2.960,11,3,3,1,,2,,,1,,,4,,,,1
Fall 2016,L&S,Communication, 363,001,"Fylling,Samantha Q",25,25,100.0%,3.107,2,8,5,5,2,,,,2,,1,,,,,
Fall 2016,L&S,Communication, 363,202,"Burrell,Nancy A",25,22,88.0%,3.395,5,9,2,2,1,2,,1,,,,,1,,,
Fall 2016,L&S,Communication, 363,Course Total,Course Total,50,47,94.0%,3.242,7,17,7,7,3,2,,1,2,,1,,1,,,
Fall 2016,L&S,Communication, 365,201,"Timmerman,Charles Erik",25,22,88.0%,2.895,7,4,,2,2,3,,1,,1,,2,2,,,
Fall 2016,L&S,Communication, 365,Course Total,Course Total,25,22,88.0%,2.895,7,4,,2,2,3,,1,,1,,2,2,,,
Fall 2016,L&S,Communication, 370,001,"Choi,Chang Shik",24,24,100.0%,2.306,,,2,5,7,3,3,,1,,1,2,,,,
Fall 2016,L&S,Communication, 370,Course Total,Course Total,24,24,100.0%,2.306,,,2,5,7,3,3,,1,,1,2,,,,
Fall 2016,L&S,Communication, 381,201,"Bradford,Lisa",25,23,92.0%,2.848,5,1,3,6,1,1,1,1,1,1,,1,,,,1
Fall 2016,L&S,Communication, 381,Course Total,Course Total,25,23,92.0%,2.848,5,1,3,6,1,1,1,1,1,1,,1,,,,1
Fall 2016,L&S,Communication, 402,001,"Rasmussen,Terra D",25,25,100.0%,3.588,11,8,1,3,,1,,1,,,,,,,,
Fall 2016,L&S,Communication, 402,002,"Baker,Benjamin Ma",24,23,95.8%,2.421,1,3,,4,5,2,3,1,1,1,1,1,1,,,
Fall 2016,L&S,Communication, 402,Course Total,Course Total,49,48,98.0%,3.029,12,11,1,7,5,3,3,2,1,1,1,1,1,,,
Fall 2016,L&S,Communication, 410,201,"Fetherston,Michelle Andrea",25,23,92.0%,2.667,4,4,4,2,2,1,,,2,1,,3,,,,
Fall 2016,L&S,Communication, 410,Course Total,Course Total,25,23,92.0%,2.667,4,4,4,2,2,1,,,2,1,,3,,,,
Fall 2016,L&S,Communication, 450,201,"Draeger Jr,Richard Allen",25,21,84.0%,3.144,5,7,2,1,3,,,1,,1,,1,,,,
Fall 2016,L&S,Communication, 450,202,"Draeger Jr,Richard Allen",25,24,96.0%,3.459,9,8,2,3,,,1,,,,,1,,,,
Fall 2016,L&S,Communication, 450,Course Total,Course Total,50,45,90.0%,3.312,14,15,4,4,3,,1,1,,1,,2,,,,
Fall 2016,L&S,Communication, 665,001,"Ang,Evelyn L",19,18,94.7%,3.158,6,3,1,1,3,1,1,,,,,1,,,,1
Fall 2016,L&S,Communication, 665,002,"Ang,Evelyn L",20,19,95.0%,3.370,9,1,2,2,1,2,,,,1,,,,,,1
Fall 2016,L&S,Communication, 665,203,"Burrell,Nancy A",20,20,100.0%,3.285,4,7,2,2,3,1,,,,1,,,,,,
Fall 2016,L&S,Communication, 665,Course Total,Course Total,59,57,96.6%,3.273,19,11,5,5,7,4,1,,,2,,1,,,,2
Fall 2016,L&S,Communication, 805,001,"Ruppel,Erin K",9,9,100.0%,3.629,5,,2,2,,,,,,,,,,,,
Fall 2016,L&S,Communication, 805,Course Total,Course Total,9,9,100.0%,3.629,5,,2,2,,,,,,,,,,,,
Fall 2016,L&S,Communication, 837,001,"Allen,Mike R",10,10,100.0%,3.967,9,1,,,,,,,,,,,,,,
Fall 2016,L&S,Communication, 837,Course Total,Course Total,10,10,100.0%,3.967,9,1,,,,,,,,,,,,,,
Fall 2016,L&S,Communication, 864,201,"Kim,Sang-Yeon",8,8,100.0%,3.418,3,1,1,1,2,,,,,,,,,,,
Fall 2016,L&S,Communication, 864,Course Total,Course Total,8,8,100.0%,3.418,3,1,1,1,2,,,,,,,,,,,
Fall 2016,L&S,Communication, 900,001,"Harris,Leslie J",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Fall 2016,L&S,Communication, 900,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Fall 2016,L&S,Communication, 973,001,"Olson,Kathryn M",6,5,83.3%,3.800,4,,,1,,,,,,,,,,,,
Fall 2016,L&S,Communication, 973,Course Total,Course Total,6,5,83.3%,3.800,4,,,1,,,,,,,,,,,,
Fall 2016,L&S,Comparative Literature, 133,001,"Seymour-Jorn,Caroline",24,24,100.0%,3.319,14,1,4,1,,,1,1,,,,2,,,,
Fall 2016,L&S,Comparative Literature, 133,202,"Momcilovic,Dragoslav",24,21,87.5%,3.222,9,2,4,3,,,1,,,,,2,1,,,
Fall 2016,L&S,Comparative Literature, 133,Course Total,Course Total,48,45,93.8%,3.274,23,3,8,4,,,2,1,,,,4,1,,,
Fall 2016,L&S,Comparative Literature, 135,001,"Paik,Peter Y",19,18,94.7%,3.137,3,5,6,1,,,,,,,,2,1,,,1
Fall 2016,L&S,Comparative Literature, 135,Course Total,Course Total,19,18,94.7%,3.137,3,5,6,1,,,,,,,,2,1,,,1
Fall 2016,L&S,Comparative Literature, 207,201,"Momcilovic,Dragoslav",14,14,100.0%,3.856,11,,3,,,,,,,,,,,,,
Fall 2016,L&S,Comparative Literature, 207,Course Total,Course Total,14,14,100.0%,3.856,11,,3,,,,,,,,,,,,,
Fall 2016,L&S,Comparative Literature, 231,201,"Williams,Demetrius K",16,13,81.3%,3.223,2,2,,3,1,,1,,,,,,,,,4
Fall 2016,L&S,Comparative Literature, 231,Course Total,Course Total,16,13,81.3%,3.223,2,2,,3,1,,1,,,,,,,,,4
Fall 2016,L&S,Comparative Literature, 233,001,"Xu,Jian",16,15,93.8%,3.023,6,1,1,3,2,,,,,,,2,1,,,
Fall 2016,L&S,Comparative Literature, 233,202,"Momcilovic,Dragoslav",10,7,70.0%,2.620,1,2,,,1,1,1,,,,,1,,,,
Fall 2016,L&S,Comparative Literature, 233,Course Total,Course Total,26,22,84.6%,2.895,7,3,1,3,3,1,1,,,,,3,1,,,
Fall 2016,L&S,Comparative Literature, 333,201,"Momcilovic,Dragoslav",13,12,92.3%,3.389,6,1,2,,1,,1,1,,,,,,,,
Fall 2016,L&S,Comparative Literature, 333,Course Total,Course Total,13,12,92.3%,3.389,6,1,2,,1,,1,1,,,,,,,,
Fall 2016,L&S,Comparative Literature, 350,001,"Paik,Peter Y",10,10,100.0%,3.669,3,3,,,1,,,,,,,,,,,3
Fall 2016,L&S,Comparative Literature, 350,Course Total,Course Total,10,10,100.0%,3.669,3,3,,,1,,,,,,,,,,,3
Fall 2016,L&S,Comparative Literature, 362,001,"Xu,Jian",7,7,100.0%,3.222,4,,1,,,,,,,,,1,,,,1
Fall 2016,L&S,Comparative Literature, 362,Course Total,Course Total,7,7,100.0%,3.222,4,,1,,,,,,,,,1,,,,1
Fall 2016,L&S,Comparative Literature, 365,201,"Pitt,Kristin E",13,11,84.6%,3.534,6,1,,1,1,,1,,,,,,2,,,1
Fall 2016,L&S,Comparative Literature, 365,Course Total,Course Total,13,11,84.6%,3.534,6,1,,1,1,,1,,,,,,2,,,1
Fall 2016,L&S,Conservation & Envir Sciences, 210,401,"Phillips,Mai Morshidi",251,240,95.6%,2.904,77,39,22,22,8,10,10,11,9,9,4,19,7,,,
Fall 2016,L&S,Conservation & Envir Sciences, 210,Course Total,Course Total,251,240,95.6%,2.904,77,39,22,22,8,10,10,11,9,9,4,19,7,,,
Fall 2016,L&S,Conservation & Envir Sciences, 471,401,"O'reilly,Neal T",32,32,100.0%,3.751,20,6,,6,,,,,,,,,,,,
Fall 2016,L&S,Conservation & Envir Sciences, 471,Course Total,Course Total,32,32,100.0%,3.751,20,6,,6,,,,,,,,,,,,
Fall 2016,L&S,Conservation & Envir Sciences, 651,001,"O'reilly,Neal T",16,15,93.8%,3.691,7,3,2,2,,,,,,,,,1,,,1
Fall 2016,L&S,Conservation & Envir Sciences, 651,Course Total,Course Total,16,15,93.8%,3.691,7,3,2,2,,,,,,,,,1,,,1
Fall 2016,L&S,Economics, 100,001,"Mohammadian,Amirhossein",12,11,91.7%,3.485,4,2,3,,1,1,,,,,,,,,,
Fall 2016,L&S,Economics, 100,002,"Shaeye,Abdihafit Hassan",31,29,93.5%,2.770,6,2,7,3,3,2,2,,,,,4,,,,
Fall 2016,L&S,Economics, 100,003,"Schwendel Jr,John Albert",40,37,92.5%,2.946,6,6,7,7,3,3,1,1,,,,3,,,,
Fall 2016,L&S,Economics, 100,004,"Peoples Jr,James H",102,91,89.2%,2.459,14,2,2,26,1,2,26,4,4,2,,7,6,,,1
Fall 2016,L&S,Economics, 100,Course Total,Course Total,185,168,90.8%,2.689,30,12,19,36,8,8,29,5,4,2,,14,6,,,1
Fall 2016,L&S,Economics, 103,001,"Wagner,Loren Peter",70,65,92.9%,2.344,8,6,5,12,10,3,3,1,1,3,,13,1,,,
Fall 2016,L&S,Economics, 103,002,"Kroeger,Sarah A",78,77,98.7%,2.464,11,6,5,14,9,7,8,4,,2,,11,1,,,
Fall 2016,L&S,Economics, 103,003,"Motavallizadeh Ardakani,Amid",60,59,98.3%,3.227,21,18,2,1,5,2,3,3,,1,1,2,1,,,
Fall 2016,L&S,Economics, 103,004,"Kroeger,Sarah A",65,63,96.9%,2.999,7,10,17,6,5,13,3,,,,,2,2,,,
Fall 2016,L&S,Economics, 103,005,"Li,Tianfang",60,54,90.0%,3.488,13,20,11,7,2,,,,,,,1,1,,,
Fall 2016,L&S,Economics, 103,207,"Ma,Chuong Huynh",99,87,87.9%,2.789,19,14,15,12,1,6,1,2,2,4,1,10,6,,,
Fall 2016,L&S,Economics, 103,408,"Thompson-ferguson,Owen",403,386,95.8%,2.359,58,21,30,50,26,34,51,24,16,24,20,31,11,1,,
Fall 2016,L&S,Economics, 103,Course Total,Course Total,835,791,94.7%,2.609,137,95,85,102,58,65,69,34,19,34,22,70,23,1,,
Fall 2016,L&S,Economics, 104,001,"Bose,Niloy",61,58,95.1%,2.608,5,2,12,12,11,,3,,6,2,,4,2,,,1
Fall 2016,L&S,Economics, 104,002,"Saeedi,Sepideh",58,56,96.6%,3.458,26,6,8,6,1,7,2,,,,,,,,,
Fall 2016,L&S,Economics, 104,003,"Venkatesh,Shrathinth",60,56,93.3%,2.964,7,5,9,13,11,5,4,1,,,,1,3,,,
Fall 2016,L&S,Economics, 104,004,"Storm,Eduard",42,40,95.2%,2.650,6,2,5,10,3,2,4,2,,4,,2,2,,,
Fall 2016,L&S,Economics, 104,005,"Maki Nayeri,Majid",61,61,100.0%,3.045,11,14,11,7,7,3,1,,,2,,4,,,,1
Fall 2016,L&S,Economics, 104,206,"Meadows,G Richard",124,110,88.7%,2.416,24,1,2,35,,1,21,,,7,1,17,5,,,1
Fall 2016,L&S,Economics, 104,407,"Neumann,Rebecca M",327,313,95.7%,2.320,37,19,25,34,33,33,32,21,17,26,12,23,10,1,,
Fall 2016,L&S,Economics, 104,Course Total,Course Total,733,694,94.7%,2.586,116,49,72,117,66,51,67,24,23,41,13,51,22,1,,3
Fall 2016,L&S,Economics, 110,001,"Imlau,Sarah Isa",33,31,93.9%,3.150,18,2,4,1,,,1,,,,,5,2,,,
Fall 2016,L&S,Economics, 110,002,"Shaeye,Abdihafit Hassan",35,33,94.3%,3.192,20,3,1,1,,1,2,1,,,,4,1,,,
Fall 2016,L&S,Economics, 110,003,"Imlau,Sarah Isa",34,31,91.2%,3.140,16,3,2,5,,,,,,,1,4,3,,,
Fall 2016,L&S,Economics, 110,004,"Shaeye,Abdihafit Hassan",34,30,88.2%,3.389,23,,1,1,,1,,,,1,,3,3,,,
Fall 2016,L&S,Economics, 110,205,"Neumann,Rebecca M",77,68,88.3%,3.480,49,2,3,4,2,,3,,,,,5,5,,,
Fall 2016,L&S,Economics, 110,Course Total,Course Total,213,193,90.6%,3.309,126,10,11,12,2,2,6,1,,1,1,21,14,,,
Fall 2016,L&S,Economics, 193,001,"Kim,Sunwoong",12,12,100.0%,3.028,3,3,2,1,,,1,1,,,,1,,,,
Fall 2016,L&S,Economics, 193,Course Total,Course Total,12,12,100.0%,3.028,3,3,2,1,,,1,1,,,,1,,,,
Fall 2016,L&S,Economics, 210,001,"Banerjee,Chandramouli",23,19,82.6%,2.545,2,3,2,3,2,,2,2,,1,,2,2,,,
Fall 2016,L&S,Economics, 210,002,"Heywood,John S",28,24,85.7%,2.264,3,2,1,1,3,4,2,2,2,,2,2,3,,,
Fall 2016,L&S,Economics, 210,Course Total,Course Total,51,43,84.3%,2.388,5,5,3,4,5,4,4,4,2,1,2,4,5,,,
Fall 2016,L&S,Economics, 248,001,"Thompson-ferguson,Owen",91,89,97.8%,2.715,22,4,11,10,7,6,14,2,3,3,2,5,,,,
Fall 2016,L&S,Economics, 248,Course Total,Course Total,91,89,97.8%,2.715,22,4,11,10,7,6,14,2,3,3,2,5,,,,
Fall 2016,L&S,Economics, 301,001,"McGinty,Matthew D",40,37,92.5%,2.852,6,6,2,6,4,5,4,1,,,,2,3,,,1
Fall 2016,L&S,Economics, 301,002,"Peoples Jr,James H",23,19,82.6%,2.926,4,2,4,2,3,,1,,,,,2,3,,,1
Fall 2016,L&S,Economics, 301,Course Total,Course Total,63,56,88.9%,2.877,10,8,6,8,7,5,5,1,,,,4,6,,,2
Fall 2016,L&S,Economics, 302,001,"Vesely,Filip",34,29,85.3%,2.850,7,2,6,1,4,3,2,,,2,1,1,1,,,
Fall 2016,L&S,Economics, 302,002,"Lei,Vivian Wenchieh",22,22,100.0%,2.562,3,3,3,2,1,,2,,,3,,2,,,1,2
Fall 2016,L&S,Economics, 302,Course Total,Course Total,56,51,91.1%,2.736,10,5,9,3,5,3,4,,,5,1,3,1,,1,2
Fall 2016,L&S,Economics, 310,001,"Adams,Scott J",17,15,88.2%,3.311,4,3,2,2,2,2,,,,,,,1,,,
Fall 2016,L&S,Economics, 310,Course Total,Course Total,17,15,88.2%,3.311,4,3,2,2,2,2,,,,,,,1,,,
Fall 2016,L&S,Economics, 325,001,"Haghani Rizi,Majid",25,24,96.0%,2.870,11,1,2,2,1,,,,,3,,3,,,,1
Fall 2016,L&S,Economics, 325,002,"Neumann,Rebecca M",36,32,88.9%,2.428,7,4,,3,3,3,2,2,1,1,2,4,3,,,
Fall 2016,L&S,Economics, 325,Course Total,Course Total,61,56,91.8%,2.613,18,5,2,5,4,3,2,2,1,4,2,7,3,,,1
Fall 2016,L&S,Economics, 328,001,"Meder,Martin Erik",19,17,89.5%,2.490,3,,2,3,,1,3,3,1,,,1,1,,,
Fall 2016,L&S,Economics, 328,Course Total,Course Total,19,17,89.5%,2.490,3,,2,3,,1,3,3,1,,,1,1,,,
Fall 2016,L&S,Economics, 351,001,"Arora,Swarnjit S",22,22,100.0%,2.900,3,4,3,2,1,3,2,1,,,,1,,,,2
Fall 2016,L&S,Economics, 351,002,"Imlau,Sarah Isa",17,14,82.4%,2.595,1,2,3,3,,,3,,,,,2,2,,,
Fall 2016,L&S,Economics, 351,Course Total,Course Total,39,36,92.3%,2.774,4,6,6,5,1,3,5,1,,,,3,2,,,2
Fall 2016,L&S,Economics, 353,202,"Mohtadi,Hamid",32,27,84.4%,2.927,3,5,4,4,6,2,1,,,,1,1,3,,,
Fall 2016,L&S,Economics, 353,Course Total,Course Total,32,27,84.4%,2.927,3,5,4,4,6,2,1,,,,1,1,3,,,
Fall 2016,L&S,Economics, 381,001,"Holahan,William L",16,16,100.0%,3.889,12,1,2,,,,,,,,,,,,,1
Fall 2016,L&S,Economics, 381,Course Total,Course Total,16,16,100.0%,3.889,12,1,2,,,,,,,,,,,,,1
Fall 2016,L&S,Economics, 404,001,"Lei,Vivian Wenchieh",26,26,100.0%,2.561,4,1,3,1,7,2,,3,,3,,1,,,,1
Fall 2016,L&S,Economics, 404,Course Total,Course Total,26,26,100.0%,2.561,4,1,3,1,7,2,,3,,3,,1,,,,1
Fall 2016,L&S,Economics, 411,001,"Kishor,Narayan K",17,10,58.8%,2.367,2,1,2,,2,,,,,,,3,6,,,
Fall 2016,L&S,Economics, 411,Course Total,Course Total,17,10,58.8%,2.367,2,1,2,,2,,,,,,,3,6,,,
Fall 2016,L&S,Economics, 413,001,"Murshid,Antu P",7,6,85.7%,2.612,1,1,,2,,,1,,,,,1,1,,,
Fall 2016,L&S,Economics, 413,Course Total,Course Total,7,6,85.7%,2.612,1,1,,2,,,1,,,,,1,1,,,
Fall 2016,L&S,Economics, 415,001,"Drewianka,Scott D",10,10,100.0%,3.700,4,3,3,,,,,,,,,,,,,
Fall 2016,L&S,Economics, 415,202,"Heywood,John S",48,48,100.0%,3.195,7,12,10,4,7,5,2,1,,,,,,,,
